Gary Kelly,"Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",Gary Kelly is the chief executive officer of Dallas-based Southwest Airlines.,"The CEO of Southwest Airlines said during a TV interview that the risks of COVID-19 transmission on an airplane are no greater than anywhere else and that ""it’s as safe as an environment as you’re going to find.""  Research shows that airplanes’ strong ventilation systems do filter out virus particles. However, studies also indicate that some level of risk regarding the transmission of an infectious disease persists, particularly if you are seated near a contagious person. And passengers’ ability to take steps to mitigate that risk is limited.   Kelly’s statement contained an element of truth regarding planes’ air filtration and mitigation steps taken by the industry, but he took it a bit too far and left out key pieces of information and context.  ",Victoria Knight,https://www.politifact.com/factchecks/2020/may/11/gary-kelly/southwest-ceos-boast-about-airplanes-low-covid-ris/,barely-true
Lincoln Project,"""Trump bailed out Wall Street, but not Main Street.""",The Lincoln Project is a group of Republicans and former Republicans who are critical of President Donald Trump.,"The Lincoln Project ad says, ""Trump bailed out Wall Street, but not Main Street."" This is wrong on several levels. First, Trump doesn’t solely get the credit, or the blame, for anything in the CARES Act; it was supported by virtually all congressional Democrats as well. The financial firms criticized for benefiting from the Great Recession bailouts do receive some ancillary benefits from the act, but the loan-accepting companies are the primary target of such largesse, not the banks. The clearest problem with the claim is the notion in the ad that ""Main Street"" is not being aided. About three-quarters of the loans in the Paycheck Protection Program were made in the smallest loan size category, one that would support a business of roughly seven to 10 people. The Lincoln Project ad says, ""Trump bailed out Wall Street, but not Main Street."" This is wrong on several levels. First, Trump doesn’t solely get the credit, or the blame, for anything in the CARES Act; it was supported by virtually all congressional Democrats as well. The financial firms criticized for benefiting from the Great Recession bailouts do receive some ancillary benefits from the act, but the loan-accepting companies are the primary target of such largesse, not the banks. The clearest problem with the claim is the notion in the ad that ""Main Street"" is not being aided. About three-quarters of the loans in the Paycheck Protection Program were made in the smallest loan size category, one that would support a business of roughly seven to 10 people. ",Louis Jacobson,https://www.politifact.com/factchecks/2020/may/07/lincoln-project/mourning-america-ad-critical-trump-misleads-bailou/,false
Donald Trump,Models projecting COVID-19 deaths “are talking about without mitigation.”,"Donald Trump is the former president of the United States. He was elected the 45th president of the United States on Nov. 8, 2016.  He has been a real estate developer, entrepreneur and host of the NBC reality show, ""The Apprentice."" Trump's statements were awarded PolitiFact's 2015, 2017 and 2019 Lie of the Year. In November 2022, he announced he would run for president in 2024.","When Trump was asked about new models projecting COVID-19 deaths, Trump responded that they ""are talking about without mitigation."" The Johns Hopkins data was preliminary, and not designed as a forecast. The researcher told NPR that he assumed some degree of mitigation. Trump is clearly wrong about the University of Washington’s model, which does take into account mitigation efforts. ",Amy Sherman,https://www.politifact.com/factchecks/2020/may/06/donald-trump/trump-wrong-covid-19-death-projections-omit-mitiga/,false
Dan Forest,"""We’ve still had more deaths to the flu this year than we've had COVID-19.""",Dan Forest is North Carolina's Lieutenant Governor.,"On April 24, Forest said: ""We’ve still had more deaths to the flu this year than we’ve had COVID-19."" Forest phrased his claim in a way that makes it seem like health experts were keeping and publicizing an ongoing log of flu deaths across America. That’s not the case. The CDC predicts that the number of flu deaths will be anywhere between 24,000 and 62,000. Forest cherry-picked the highest number possible, and then compared it to the CDC’s running tally of coronavirus deaths. That’s unfair because he compared an estimate to an actual number, and because the diseases entered the U.S. at different times. ",Paul Specht,https://www.politifact.com/factchecks/2020/may/06/dan-forest/no-flu-hasnt-killed-more-people-coronavirus/,false
Laura Ingraham,"""There was no real scientific basis for believing that"" social distancing would be necessary, ""since it had never been studied.""","Laura Ingraham is a conservative broadcaster and commentator. On April 13, 2014, she was named an ABC News contributor.
","Ingraham said ""there was no real scientific basis for believing that"" social distancing would be necessary, ""since it had never been studied."" Experts we spoke to cited a number of studies — including two influential analyses of the 1918 influenza — that show social distancing can help slow the spread of new infectious diseases. ",Bill McCarthy,https://www.politifact.com/factchecks/2020/may/06/laura-ingraham/laura-ingraham-wrong-about-no-real-scientific-basi/,false
Bloggers,"Dr. Anthony Fauci ""has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”",Blog posting on the Internet,"One News Now wrote that Fauci ""has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases."" The website cited a study that has to do with SARS, not the novel coronavirus. It was published in 2005 in Virology Journal, which is not the ""official publication"" of the NIH.  While the study found that chloroquine helped inhibit the spread of SARS in cell cultures, those results do not suggest that the drug is an effective treatment for SARS or COVID-19. As of now, there is no approved treatment or vaccine for either coronavirus. ",Daniel Funke,https://www.politifact.com/factchecks/2020/may/06/blog-posting/dont-fall-conspiracy-about-dr-anthony-fauci-hydrox/,false
Nate McMurray,Congressional candidate Chris Jacobs “voted against paid leave for COVID-19.”,"Nathan McMurray is supervisor of the town of Grand Island, New York. He is a Democrat running for a seat in the House of Representatives in the 27th District. ","McMurray said Jacobs ""voted against paid leave for COVID-19."" Jacobs did vote against the New York Senate bill that provides paid sick leave to employees of                 non-essential businesses. Jacobs argued that while he supports the concept of sick leave for workers with COVID-19, he thought the particular bill offered placed too much of a burden on small businesses. ",Meghan Hall,https://www.politifact.com/factchecks/2020/may/06/nathan-mcmurray/nate-mcmurray-target-tweet-about-chris-jacobs-sick/,mostly-true
Facebook posts,"
“The flu killed 80,000 people in the U.S. last year”","Posters on Facebook and other social media networks.
 ","A Facebook post said that ""flu killed 80k people in the U.S. last year.""  Flu deaths are hard to tally. But we know that in September 2018, the CDC announced a preliminary estimate that flu deaths totaled 80,000. Later, the CDC updated its estimate to a lower number: 61,099 deaths. The Facebook post said ""last year"" which we think would refer to the 2018-19 season. The CDC’s preliminary estimate is about 34,157 deaths. ",Amy Sherman,https://www.politifact.com/factchecks/2020/may/06/facebook-posts/facebook-post-exaggerates-seasonal-flu-deaths-last/,barely-true
Andrew Cuomo,"“At the end of the year, we put into that federal pot $116 billion more than we take out,” while Kentucky “takes out $148 billion more than they put in.”","Andrew Cuomo, a Democrat, was elected to his first term as governor of New York in 2010.
","Cuomo said that ""at the end of the year,"" New York puts $116 billion more into the federal treasury than the state receives in federal funds, while Kentucky receives $148 billion more than it contributes. Cuomo was referencing figures from a report from the Rockefeller Institute, which has been widely cited. However, a listener to Cuomo’s news conference would likely think that these figures represent yearly contributions. They are actually four-year cumulative totals contained in the Rockefeller Institute analysis. ",Jill Terreri Ramos,https://www.politifact.com/factchecks/2020/may/05/andrew-cuomo/cuomos-claim-new-yorks-contributions-federal-treas/,half-true
Facebook posts,“New York Times editor admits Biden sexual assault story was censored at behest of Biden campaign.”,"Posters on Facebook and other social media networks.
 ","An article from the website of a conservative organization claimed ""New York Times Editor Admits Biden Sexual Assault Story was Censored at Behest of Biden Campaign."" The Times removed 13 words from a 2,500-word story about a new sexual assault allegation against Biden. The Times’ editor said that after being contacted by the Biden campaign, the paper deleted, for better clarity, a portion of a sentence that referred to Biden’s previous physical contact with women. The same words that were taken out of the sentence remain in the story two paragraphs before, stating that women had spoken out about Biden ""kissing, hugging or touching them in ways that made them feel uncomfortable.""  ",Tom Kertscher,https://www.politifact.com/factchecks/2020/may/04/facebook-posts/Claim-New-York-Times-censored-Biden-sex-assault/,barely-true
Tucker Carlson,“The (corona)virus just isn’t nearly as deadly as we thought it was.”,Tucker Carlson is editor of DailyCaller.com and a Fox News pundit.,"Carlson said the coronavirus ""just isn’t nearly as deadly as we thought it was."" Scientists warned early in the outbreak that the raw number of confirmed cases didn’t give a fully accurate picture of mortality.  It’s misleading for Carlson to compare early case fatality rates — which divide the number of known deaths by the number of confirmed cases — with newer estimates of the infection fatality rate. The infection fatality rate should be lower, as experts have said for months. It’s premature to say as a matter of fact that a far rosier picture has emerged. ",Bill McCarthy,https://www.politifact.com/factchecks/2020/may/04/tucker-carlson/tucker-carlson-says-coronavirus-isnt-deadly-we-tho/,barely-true
Donald Trump,Says Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”,"Donald Trump is the former president of the United States. He was elected the 45th president of the United States on Nov. 8, 2016.  He has been a real estate developer, entrepreneur and host of the NBC reality show, ""The Apprentice."" Trump's statements were awarded PolitiFact's 2015, 2017 and 2019 Lie of the Year. In November 2022, he announced he would run for president in 2024.","Trump said Biden called the ban on travel coming in from China ""xenophobic,"" and that ""he actually apologized with a letter on a Friday night saying ‘he made the right move.’"" We found no record of any letter or apology from Biden. Trump appears to be citing a campaign official’s statement to the media in support of Trump’s decision.  Biden has used the word ""xenophobic"" several times in reference to Trump, but not directly in reference to the China travel policy. ",Bill McCarthy,https://www.politifact.com/factchecks/2020/may/04/donald-trump/without-evidence-trump-claims-biden-sent-him-apolo/,false
Rudy Giuliani,"""Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?""","Rudy Giuliani is the former mayor of New York City. He was born in Brooklyn in 1944 and previously served as a federal prosecutor, as well as an associate attorney general under President Reagan. He graduated from Manhattan College and earned a law degree from New York University Law School. He has been married since 2003 to Judith Nathan and was married twice before. He has two children, Andrew and Caroline. He withdrew from the presidential race on Jan. 30, 2008.
","Giuliani said that in 2017, the United States gave $3.7 million to the lab in Wuhan at a time when such a grant was prohibited. The grant was made in 2014, and the amount that went to the lab was a bit under $600,000.  The grant restriction did not apply to identifying naturally occurring viruses, which is what the Wuhan lab did. ",Jon Greenberg,https://www.politifact.com/factchecks/2020/may/01/rudy-giuliani/rudy-giuliani-wrong-about-us-policy-grant-amount-w/,false
Tony Evers,"Says Wisconsin measures have ""prevented the death of at least 300 Wisconsinites, and perhaps as many as 1,400 lives.""","Tony Evers, a Democrat, was elected Wisconsin governor in November 2018. His term begins in January 2019. Evers has served as the Wisconsin superintendent of public instruction, a non-partisan position, since 2009. He previously worked as a teacher and school district administrator.","Evers said his ""Safer at Home"" plan ""prevented the death of at least 300 Wisconsinites, and perhaps as many as 1400 lives."" This claim lines up with projections made by DHS, and experts say it’s in line with what other models projected as well. And Evers was smart to cite a wide range of possible outcomes, since we have no way of knowing precisely how this theoretical future would have played out. But any claim like this is based on a hypothetical scenario of how COVID-19 might have progressed in Wisconsin without the array of government limitations and changes in personal behavior we’ve seen in recent months.  And Evers stated this as a knowable fact rather than an estimate. ",Eric Litke,https://www.politifact.com/factchecks/2020/may/01/tony-evers/has-safer-home-wisconsin-saved-300-lives/,mostly-true
Facebook posts,"Says President Barack Obama ""signed the medical appliance tax bill that forced companies to outsource manufacturing of masks, gowns, gloves and ventilaors [sic] to China, Europe and Russia to avoid the tax.”","Posters on Facebook and other social media networks.
 ","Nothing in this viral image is accurate. There is even a spelling error.  Obama did not sign anything into law called the ""medical appliance tax bill."" A moratorium was placed on the medical device tax he did sign into law as part of the Affordable Care Act in late 2015. Therefore, that tax was put on hold in 2016 and eventually repealed by Trump in 2019.  Instead, experts we consulted agreed that the current PPE shortage is more aptly linked to the inadequate national emergency stockpile of PPE, increased demand for the products and the Trump administration’s Chinese trade policies.  ",Victoria Knight,https://www.politifact.com/factchecks/2020/may/01/facebook-posts/viral-post-alleging-obama-era-device-tax-caused-cu/,pants-fire
Facebook posts,The CDC recommends that only people with COVID-19 symptoms should wear masks.,"Posters on Facebook and other social media networks.
 ","A Facebook post reflects outdated information in claiming that the federal Centers for Disease Control and Prevention does not recommend that people who are healthy wear face masks to protect themselves from respiratory diseases, including COVID-19. That was the CDC’s advice — until a change made April 3. Now, to guard against the spread of the coronavirus, the CDC recommends nearly everyone wear a cloth face covering when out in public and where social distancing is more difficult. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/may/01/facebook-posts/fight-COVID-CDC-now-says-wear-masks-in-public/,false
Facebook posts,“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,"Posters on Facebook and other social media networks.
 ","A Facebook post said that Pelosi was in Wuhan, China, ""6 days after the impeachment HOAX failed."" ",Amy Sherman,https://www.politifact.com/factchecks/2020/apr/30/facebook-posts/ridiculous-claim-pelosi-flew-wuhan-china-after-imp/,pants-fire
Bloggers,"“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”",Blog posting on the Internet,"A Facebook post said Trump announced that a lab in Wuhan where the COVID-19 virus ""was created"" received $3.8 million under the Obama administration. A reader would see this claim and assume millions of U.S. tax dollars were used to create the virus that leads to COVID-19. That isn’t the case. Trump didn’t make this announcement. He was responding to a reporter’s question. The best evidence so far says the virus was not created in a lab. The money that went to the lab was about 85% less than what the post said. ",Jon Greenberg,https://www.politifact.com/factchecks/2020/apr/30/blog-posting/obama-administration-did-not-provide-38-million-wu/,false
Donald Trump,“We’ve tested more than every country combined.”,"Donald Trump is the former president of the United States. He was elected the 45th president of the United States on Nov. 8, 2016.  He has been a real estate developer, entrepreneur and host of the NBC reality show, ""The Apprentice."" Trump's statements were awarded PolitiFact's 2015, 2017 and 2019 Lie of the Year. In November 2022, he announced he would run for president in 2024.","Trump claimed that the United States has ""tested more than every country combined."" There is no reasonable way to conclude that the American system has run more diagnostics than ""all other major countries combined."" Just by adding up a few other nations’ totals, you can quickly see Trump’s claim fall apart. Plus, focusing on the 5 million figure distracts from the real issue — by any meaningful metric of diagnosing and tracking, the United States is still well behind countries like Germany and Canada. ",Shefali Luthra,https://www.politifact.com/factchecks/2020/apr/30/donald-trump/trumps-boasts-testing-spring-cherry-picking-data/,pants-fire
Facebook posts,“Trump and McConnell are blocking stimulus checks for Americans married to immigrants.”,"Posters on Facebook and other social media networks.
 ","A Facebook post said, ""Trump and McConnell are blocking stimulus checks for Americans married to immigrants."" The post wrongly makes it seem as if the law providing the stimulus payment was a doing only of Republicans. The CARES Act passed with bipartisan support. Not all Americans married to immigrants are barred from getting a stimulus check. That applies to couples that filed a joint tax return, one using a Social Security number and the other using an ITIN. That exempts military families. If a couple files tax returns separately, the spouse who filed with a Social Security number is eligible for the payment. ",Miriam Valverde,https://www.politifact.com/factchecks/2020/apr/29/facebook-posts/claim-about-stimulus-check-eligibility-americans-m/,barely-true
Facebook posts,COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”,"Posters on Facebook and other social media networks.
 ","A widely shared Facebook post from a Wisconsin doctor said we need to face the reality that COVID-19 is ""here to stay"" and ""we need to accept that and be prepared to deal with COVID long term."" He was making the point that staying indoors for another month or two with extended shelter-in-place orders won’t get rid of the virus. (Though, as noted, the shelter-in-place orders are not meant to fully eradicate the virus.) Experts say it’s still too early to know this with complete certainty, since much remains unknown about the nature of immunity. And we have no clue how effective a future vaccine may be. But a best guess at this point is that COVID-19 could indeed stick around long-term, waxing and waning similar to the seasonal flu. Experts say there’s also reason to believe that lingering version could be less severe, though, a nuance Murdock did not address. ",Eric Litke,https://www.politifact.com/factchecks/2020/apr/29/facebook-posts/experts-say-covid-19-may-well-be-here-stay-even-af/,mostly-true
Andrew Cuomo,"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”","Andrew Cuomo, a Democrat, was elected to his first term as governor of New York in 2010.
","Cuomo tweeted, ""Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case,"" In the first round of funding for health care providers, New York state’s providers received far less money per coronavirus case than other, less-affected states, according to a credible analysis. However, Cuomo’s tweet addressed only one part of the federal funding, and it glossed over the distinction between states and health care providers in those states. The funding source Cuomo tweeted about sends money to providers, not the state. ",Meghan Hall,https://www.politifact.com/factchecks/2020/apr/29/andrew-cuomo/what-gov-cuomo-got-right-about-disparity-between-s/,mostly-true
Donald Trump,“We’re also using a sterilization process ― some great equipment that will sterilize masks up to 20 times per mask. So that’s like ordering 20 times more masks.”,"Donald Trump is the former president of the United States. He was elected the 45th president of the United States on Nov. 8, 2016.  He has been a real estate developer, entrepreneur and host of the NBC reality show, ""The Apprentice."" Trump's statements were awarded PolitiFact's 2015, 2017 and 2019 Lie of the Year. In November 2022, he announced he would run for president in 2024.","In describing ongoing efforts to reuse protective respirators, Trump said the United States is using ""some great equipment that will sterilize masks up to 20 times per mask."" That, he argued, ""is like ordering 20 times more masks."" It is true that technology exists to sterilize N95s up to 20 times. But there are knowledge gaps and other shortcomings that limit how effective this process is. Government authorities and health care researchers are clear that this is a crisis measure and it is in no way as effective as ""ordering 20 times more masks."" ",Shefali Luthra,https://www.politifact.com/factchecks/2020/apr/29/donald-trump/trump-says-n95-masks-can-be-sterilized-reuse-only-/,half-true
Jamie Nadler,“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”,Jamie N. Nadler is a clinical assistant professor in the University of Buffalo's Jacobs School of Medicine & Biomedical Sciences.,"Nadler said that ""there have been small trials and small attempts around the world"" to test convalescent plasma therapy for coronavirus patients, and they ""seem to have had some degree of success."" ",Jaren Holmes,https://www.politifact.com/factchecks/2020/apr/29/jamie-nadler/convalescent-plasma-therapy-showing-promise-agains/,true
Steve Bannon,"Dr. Anthony “Fauci told us there’s nothing to worry about. That’s his quote, ‘There’s nothing to worry about.’”","Steve Bannon is Breitbart chairman and a former Trump White House aide and strategist.
","Bannon said, ""Fauci told us there’s nothing to worry about. That’s his quote, ‘There’s nothing to worry about.’"" Fauci did say twice in late January, when there was one reported COVID-19 case in the U.S., that American shouldn’t worry about the virus. But Bannon omits an important detail: Both times, Fauci added that the situation could change. ",Warren Fiske,https://www.politifact.com/factchecks/2020/apr/29/steve-bannon/did-fauci-tell-us-not-worry-about-coronavirus/,half-true
Facebook posts,"“Sweden has zero lockdown” and “is in no worse shape than Denmark or Norway,” which are in lockdown.","Posters on Facebook and other social media networks.
 ","A Facebook post claims that amid the COVID-19 pandemic, Sweden has no lockdown and ""is in no worse shape than Denmark or Norway,"" which are in lockdown. It goes too far to say Sweden has no lockdown, in that gatherings of more than 50 people are prohibited.  The claim has an element of truth in that Sweden has roughly the same number of confirmed cases per million people as Denmark and Norway. But it’s misleading to say that Sweden is doing no worse. The total number of confirmed cases is increasing at a faster rate in Sweden than in Norway and Denmark — even though Sweden is doing less testing per 1,000 people than Norway and Denmark. Moreover, Sweden has higher death rates. ",Tom Kertscher,https://www.politifact.com/factchecks/2020/apr/28/facebook-posts/sweden-mostly-open-has-higher-covid-19-death-rate-/,barely-true
Facebook posts,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,"Posters on Facebook and other social media networks.
 ","Facebook posts said the government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier. The introduction date cited in the post was off by two years, and the post is a misunderstanding of how the bill moved through Congress.  Because of a constitutional requirement that tax-related bills originate in the House, the senators who drew up the CARES Act used a common workaround, stripping an existing House-passed bill of its old text and inserting the new text into it.  So there’s nothing fishy about a coronavirus relief bill having been introduced prior to the pandemic’s emergence. The original text of the bill that eventually became the CARES Act was on an entirely different topic. ",Louis Jacobson,https://www.politifact.com/factchecks/2020/apr/27/facebook-posts/early-date-cares-act-due-legislative-quirk-not-plo/,pants-fire
Facebook posts,Mosquitoes can transfer COVID-19 “from person to person”,"Posters on Facebook and other social media networks.
 ","A Facebook post said mosquitoes can transfer COVID-19 ""from person to person"" Major health organizations said that mosquitoes do not transfer the virus. Instead, it is transferred via droplets of saliva or discharge from the nose. ",Amy Sherman,https://www.politifact.com/factchecks/2020/apr/27/facebook-posts/no-proof-mosquitoes-transfer-covid-19-between-peop/,false
